serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
421	4e7ddcb6b25636030f0000ca	petition	Appoint a Special Prosecutor to investigate the Administration	"A Special Prosecutor should be appointed to investigate the administration's involvement in:   Operation Fast and Furious which encouraged the illegal sale of firearms to Mexican criminals resulting in the loss of life of Americans, including a law enforcement officer  Improper loans of Taxpayer money to entities such as Solyndra and the restructuring of the Solyndra loan so that $550 million need not be repaid  Suborning perjury in the LightSquared testimony forcing an Air Force General to alter his testimony to come in line with  WH statements.  Any other criminal activities that may be uncovered as a result of the Special Prosecutor's investigation"	5000	586	4414	https://petitions.whitehouse.gov/petition/appoint-special-prosecutor-investigate-administration	30	Closed	1316872130	8	5	0	1	1	0	5	0	207	80	45	31	28	24	15	24	15	15	7	4	8	8	5	6	5	7	9	7	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	586
426	4e7df56c2ee8d0a56a0001c9	petition	Increase speed and lower price of wired and wireless Internet service by allowing more competitors to enter the market.	"Though the Internet was invented at DARPA, the United States has much slower Internet service at much higher prices than than the rest of the world. That is inexcusable. The US should be #1 in both.  The primary reason for this is lack of competition in the market. Wired service is dominated by local cable and telephone monopolies. Most users are lucky if they have more than once choice for service. Wireless service is dominated by only four providers, which might soon become only three.   To solve this we should adapt a model similar to what they have in the UK. Providers there are forced to lease their infrastructure to anyone at a reasonable cost. As a result, they have a multitude of choices for service at very high speeds and very low prices. "	5000	4643	357	https://petitions.whitehouse.gov/petition/increase-speed-and-lower-price-wired-and-wireless-internet-service-allowing-more	30	Closed	1316878128	679	1062	499	537	346	177	172	95	89	91	96	45	41	35	29	68	64	41	52	45	36	23	11	42	36	53	69	70	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4643
431	4e7df683cf436a910500018f	petition	END LEGAL ABUSE	"ESTABLISH A CONSTITUTIONAL AMENDMENT THAT  1) GUARANTEES EVERYONE, WITHOUT EXCEPTION,  WHO HAS EVIDENCE of injury due to negligence and wrongdoing by anyone else, without exception, the opportunity to FREELY and FULLY present their evidence to a JURY that is empowered and obligated to investigate, judge and remedy legitimate complaints in a timely manner, and  2) HOLDS ACCOUNTABLE ANYONE,  without exception, who obstructs or fails to uphold this right  Such a law would make it impossible for the authorities to dismiss complaints of fraud as civil matters ...  Such a law would make the justice system function as most of us want and expect it to. "	5000	560	4440	https://petitions.whitehouse.gov/petition/end-legal-abuse	30	Closed	1316878351	9	8	16	13	12	6	2	5	1	2	6	5	4	5	1	3	14	10	8	7	5	3	18	105	73	72	67	32	25	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	560
436	4e7df9ecec309e6b7f00019c	petition	Cut Congressional and staff pay and benefits before asking average Americans to take massive cuts in services	"    The average Congressional salary is $174,000 per year plus benefits. If cutting the deficit and balancing the budget is so vital, Congress and their staff should take an immediate 30 percent pay cut before asking average Americans to accept any cuts in services.       Furthermore, If Congressional action (or lack of it) forces a government shutdown, members of the House and Senate and their staff should forfeit their pay for the entire duration of the shutdown and NOT be paid back for that period after the government resumes operation.       Finally, all future Congressional pay raises should be determined by a constituient referendum vote. No member of Congress should be allowed to vote himself a pay raise. "	5000	4534	466	https://petitions.whitehouse.gov/petition/cut-congressional-and-staff-pay-and-benefits-asking-average-americans-take-massive-cuts	30	Closed	1316880332	50	80	12	66	982	532	411	270	207	188	193	146	94	93	65	107	91	85	85	72	59	37	22	110	92	94	96	101	59	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4534
441	4e7dfdf7ec309e6f2d00014d	petition	Aid the Lunar Revolution in overthrowing the oppressive Celestian regime in Equestria.	"While we acknowledge and support freedom fighters in places like Egypt, Syria, and the recently liberated Libya, we continue to ignore the merciless bloodshed in Equestria. Inspired by other members of the Arab Spring, Equestrians, have began rioting on Canterlot square. Princess Celestia -- who has had a long and wearied history of impounding and silencing those who have spoken out against her -- has responded by firing on her own citizens, using chemical, biological, and magical weapons -- all of which have been banned by the Geneva Convention. We demand that the Obama administration take action on these human rights violations, and send the Marines to aid in these poor Equestrians fighting for freedom."	5000	291	4709	https://petitions.whitehouse.gov/petition/aid-lunar-revolution-overthrowing-oppressive-celestian-regime-equestria	30	Closed	1316880542	158	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	291
446	4e7e02decf436a1207000189	petition	Promote / Enforce the teaching of Evolution over Creationism	"Evolution has been unquestionably supported by scientific evidence, and is universally accepted in the scientific community,  While it may run contrary to personally held religious beliefs, it is not the purpose of our publicly funded education system to teach religious dogma as fact, or even controversy, in a biology class.    It makes as much sense to teach creationism in a science class as it would to teach that the sun rotates around the earth in an astronomy class, or that lightning and storms are created by the the gods in a weather science lecture.  Evolutionary theory is the basis for much of modern biology, and to accept creationism is to reject modern knowledge of geology, carbon dating, genetics, and history.  Depriving or confusing students about Evolution is unacceptable."	5000	8213	0	https://petitions.whitehouse.gov/petition/promote-enforce-teaching-evolution-over-creationism	30	Reviewed	1316882782	372	1559	527	629	327	164	208	122	92	93	127	92	59	48	41	417	127	30	39	38	17	20	13	39	44	57	80	80	22	17	21	38	84	30	40	76	47	82	87	23	32	35	16	19	51	59	21	13	6	11	11	7	9	47	24	42	16	16	29	10	2	6502
451	4e7e0b844bd504cf20000179	petition	Support and Implement Instant Runoff Voting.	"Often in American politics, we find ourselves in an absurd position of voting for someone we dislike to keep someone we hate out of office.  Instant run-off voting is the first step to solving this issue.  It allows for candidates to be ranked according to preference, and at each step the candidate with the lowest votes is eliminated until a clear majority is attained.  This will make third parties a viable option in the US.  Because you're not faced with having to play game theory in order to get a good result.  No long will a vote for Nader be a vote for Bush.  Or a vote for Perot be a vote for Clinton."	5000	898	4102	https://petitions.whitehouse.gov/petition/support-and-implement-instant-runoff-voting	30	Closed	1316883626	67	6	22	13	5	19	6	2	1	3	3	38	110	72	67	60	57	47	36	22	24	12	11	17	24	35	48	40	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	898
456	4e7e1ac88d8c373e050001ec	petition	"Confirm that cannabis regulation is a STATES RIGHTS issue, per the  Constitution.  B. Frank's HR 2306 should be passed!"	"The U.S. Constitution MANDATES that any powers not SPECIFICALLY designated to the federal level are STATES' RIGHTS issues.  Hemp and its flower cannabis should be regulated by STATES to undo the conflicting laws that merely 3 corrupt men, out to line their pockets, created in the 1930's.  Cannabis regulation, born via Harry Anslinger, has never been handled according to law/good faith.  His 1937 M.J. Tax Act was declared UNCONSTITUTIONAL in 1969 in the Timothy Leary case--his response the ""Controlled Substances Act of 1970."" Both the DEA and HHS have PROVEN to not act in good faith.  They have placed MARINOL (synthezized thc) on Sched 3, implying it's safe and of medicinal use, while placing CANNABIS, THE NATURAL PLANT FROM WHICH THC is extracted, on stricter Schedule 1.  PASS HR 2306 NOW!"	5000	2961	2039	https://petitions.whitehouse.gov/petition/confirm-cannabis-regulation-states-rights-issue-constitution-b-franks-hr-2306-should-be	30	Closed	1316887926	17	19	8	17	11	13	6	17	17	12	236	255	237	189	158	193	202	132	120	102	70	66	60	157	120	158	131	101	77	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2961
461	4e7e29a2709f03077b00027d	petition	Allow Kayaking in Yellowstone National Park	"We the People believe kayaking should be a legal recreational activity in Yellowstone National Park. Kayaking is a low impact activity which poses minimal threat to the surrounding environment and enhances the personal experiential value of the Park. As custodians of the environment we would appreciate the opportunity to enjoy the beauty of the park by way of its lakes and rivers. In contrast to the other recreational sports which are allowed in the park, such as snowmobiling, kayaking would be one of the least invasive and most appreciated of the allowed recreational activities. The waterways in the park are some of the most unique and beautiful waterways of the plant. Thank you for you consideration of allowing us to experience them."	5000	1748	3252	https://petitions.whitehouse.gov/petition/allow-kayaking-yellowstone-national-park	30	Closed	1316892730	313	331	232	208	83	62	58	31	24	41	31	22	30	11	16	12	17	18	9	7	8	3	14	21	31	17	40	18	16	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1748
466	4e7e31362ee8d0966c00027f	petition	"Restore corporate tax codes, end loopholes, repeal corporate personhood, and tie profits to domestic job creation"	"Lax corporate tax codes do not create jobs, they create obscene profiteering by executives and lobbyists. Domestic job creation is at an all time low. Corporate personhood, as passed by the Supreme Court, now allows for Corporations to further erode the strength of voting and public funding for political candidates. Tying corporate profits to domestic job creation, and then structuring tax laws around that will stimulate more domestic jobs and equalize salary distribution. "	5000	4218	782	https://petitions.whitehouse.gov/petition/restore-corporate-tax-codes-end-loopholes-repeal-corporate-personhood-and-tie-profits	30	Closed	1316893268	115	339	801	679	385	210	179	136	106	113	118	75	69	55	43	78	61	54	56	42	23	16	31	51	58	109	73	68	37	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4218
471	4e7e378b2ee8d0f97900026e	petition	Protect Our First Amendment Rights and Protect Peaceful protesters from being unjustifiably prosecuted	"The First Amendment prohibits the making of any law respecting an establishment of religion, impeding the free exercise of religion, abridging the freedom of speech, infringing on the freedom of the press, interfering with the right to peaceably assemble or prohibiting the petitioning for a governmental redress of grievances.  Make all state police agencies stop interfering when citizens are expressing themselves in protest. As an activist I have witnessed police harassing protesters to instigate a fight. I have witnessed Reporters being handcuffed for filming police brutality. Mr. President when will this end. Let Americans express their right to gather in protest without being prosecuted for standing for what they believe in.  Stop law enforcement from arresting innocent Americans."	5000	2603	2397	https://petitions.whitehouse.gov/petition/protect-our-first-amendment-rights-and-protect-peaceful-protesters-being-unjustifiably	30	Closed	1316895666	131	8	3	3	1	2	379	301	238	249	182	106	64	60	53	93	69	56	67	51	38	37	42	62	50	57	85	72	24	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2603
476	4e7e896f8d8c3710430000d3	petition	"EXAMINE THE GOVERNMENT‰ÛªS FAILURE TO INVESTIGATE AND PROSECUTE CHURCH OF SCIENTOLOGY CRIME, FRAUD AND ABUSE."	" WHEREAS, the FBI has 300+ recent complaints of Scientology crimes and atrocities - human trafficking, forced abortions and civil rights violations, and the IRS has evidence of private inurement violations justifying INTERMEDIATE SANCTIONS, and existing evidence on hand meets RICO statutes, WE REQUEST that the White House investigate and employ a Special Prosecutor to:  EXAMINE why, with such an abundance of RICO evidence of Scientology being a corrupt and criminal entity, no law enforcement agency has moved forward; INVESTIGATE undue favor and pressure brought by lawyers for Scientology leader David Miscavige to stop the investigations; EXAMINE why around the world the ‰ÛÏchurch‰Ûù is investigated as a criminal entity while the U.S. Government does nothing? "	5000	6159	0	https://petitions.whitehouse.gov/petition/examine-government‰Ûªs-failure-investigate-and-prosecute-church-scientology-crime-fraud-and	30	Reviewed	1316916178	282	585	413	269	157	109	82	76	82	88	67	64	73	126	84	77	71	69	67	77	93	105	200	224	596	830	555	63	39	54	21	38	24	17	40	36	40	37	26	7	22	8	6	17	42	20	6	4	4	7	13	5	17	14	11	0	0	0	0	0	2	6159
481	4e7e98268d8c37da170002da	petition	Update the Food Allergen Labeling and Consumer Protection Act (FALCPA) of 2004 to include sesame and mustard seeds.	"We would like to request that the Food Allergen Labeling and Consumer Protection Act of 2004 (Title II of Public Law 108-282), also known as FALCPA, be extended to include labeling of items containing sesame seeds and mustard seeds.    Sesame seed, for example, is sometimes hidden in ingredients, under the name ""tahini"", ""spices"", or ""natural flavoring"".  Individuals with food allergies need to know exactly what is contained within a food product, for the sake of their health and safety.  Approximately 3 million Americans are affected by sesame allergies and accidental exposures can be fatal, for some.    Food allergies are on the rise, now affecting 1 in 13 children, in the U.S., according to the latest study sponsored by the Food Allergy Initiative."	25000	1497	23503	https://petitions.whitehouse.gov/petition/update-food-allergen-labeling-and-consumer-protection-act-falcpa-2004-include-sesame-and	30	Closed	1317934177	41	36	61	113	128	117	85	59	16	22	46	44	35	39	35	16	9	35	73	73	94	27	23	21	27	43	118	37	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1497
486	4e7e99dd4bd5045e0f000306	petition	Stop all Wild Horse Roundups	"America's mustangs are cherished nationally and internationally as symbols of independence and freedom and protected by an Act of Congress.  Yet the BLM's destructive management policy has reduced their number to a mere 30,000.  The agency warehouses more wild horses in government holding pens than are left on the range.  The cost to the taxpayers for this broken program is expected to exceed $70 million this fiscal year.  On behalf of our collective memberships of millions of citizens, we ask the Obama Administration to deliver the change it promised by reforming the BLM's current costly and inhumane program.  The agency talks about change, but continues business as usual policies that claim the lives of more and more mustangs.  The situation is untenable and must change."	5000	2500	2500	https://petitions.whitehouse.gov/petition/stop-all-wild-horse-roundups	30	Closed	1316921811	19	17	23	4	6	1	3	1	2	4	26	24	254	174	231	163	155	132	172	98	88	57	89	105	144	133	108	66	87	113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2500
491	4e7ec66b8d8c377960000011	petition	Allow United States Disabled Military Veterans access to medical marijuana to treat their PTSD.	"Modern research has proven what disabled Veterans have known for a very long time, Cannabis is an effective medicine. Veterans from the time of the United States Revolution through World War I had legal access to cannabis but in 1942 due to the efforts of a handful of powerful men cannabis was removed from the United States Formulary. Modern science has shown us that the human body makes it's own cannabis like substances called cannabinoids and that these cannabinoids are shown to be involved in various functions throughout the body like pain and anxiety. Marijuana works with this natural body system to ease the symptoms of PTSD giving disabled Veterans a big improvement in their quality of life. We owe our disabled Veterans our freedom, the least we should do is treat their pain and PTSD."	5000	8261	0	https://petitions.whitehouse.gov/petition/allow-united-states-disabled-military-veterans-access-medical-marijuana-treat-their-ptsd	30	Reviewed	1316933338	74	32	235	689	453	286	201	145	180	174	190	236	109	88	83	97	73	74	86	139	75	50	111	111	88	101	265	124	105	401	79	72	53	31	78	54	82	68	38	33	35	11	19	37	61	22	15	11	9	14	18	14	33	17	12	31	11	16	9	4	2	6062
496	4e7f3fdd8d8c37c65f00006d	petition	"Instigate an independent investigation into the Bush Administration for violating the ""War Crimes Act of 1996""."	"Although the practices of killing, torture, and inhuman treatment of prisoners at American-led detention centers like Guantanamo Bay and Abu Ghraib are well-documented, those that handed down the orders have thus far escaped both public trial and punishment for violation of 18 U.S.C. å_ 2441, the ""War Crimes Act of 1996"". By bringing those involved with violating the Law to justice; most notably former President George W. Bush, former Vice President Richard Bruce ""Dick"" Cheney, Former Secretary of Defense Donald Rumsfeld, and former Attorney General Alberto Gonzales; Americans can finally repair the damage caused to its National Image and standing in the World Community, an image tarnished by this group of high-powered rogues and their attempts to subvert the law to their own whims."	5000	3343	1657	https://petitions.whitehouse.gov/petition/instigate-independent-investigation-bush-administration-violating-war-crimes-act-1996	30	Closed	1316982526	468	721	526	322	205	158	99	82	73	84	60	32	29	39	46	30	33	31	23	18	13	17	34	32	42	43	40	14	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3343
