serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
15486	53fe448c00e579cf4b000000	petition	"uphold the right of American Indians who are citizens of Canada to immigrate, as guaranteed by the Jay Treaty of 1794."	"American Indians who are citizens of Canada have a treaty right to cross the border, live, and work in the United States.  This right used to be upheld by the Immigration and Nationality Act of 1928, but it was modified in 1952 to require that people prove they have at least ""50 per centum of blood of the American Indian race.""  Tribe or band members who clearly look Indian are told they aren't ""Indian enough"" to have a right to maintain cross-border contact.  General counsel for the INS had ‰ÛÏno idea‰Ûù why the blood quantum requirement was added and this change may have been because of ""the national policy of Indian termination, which began in the 1940s"" according to the Border Policy Research Institute.  Please restore the 1928 eligibility criteria so cross-border communities aren't split."	100000	279	99721	https://petitions.whitehouse.gov/petition/uphold-right-american-indians-who-are-citizens-canada-immigrate-guaranteed-jay-treaty-1794	30	Closed	1409174829	3	1	11	47	14	19	9	13	6	6	2	6	2	4	3	8	17	15	14	10	11	6	6	5	8	7	15	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	279
15491	53fe45d72bcfa30717000000	petition	"Address Duke Energy in the practices of price gouging customers, unjust billing practices, and uncompetitive rates."	"Address Duke Energy of Florida for their practices of price gouging residents in their monopolized energy areas. Stop the unjust billing practices used to increase profits such as extending billing cycles of roughly 30 days to 40 days or more, which raises their ""above 1000kwh"" profits. Return funds that citizens were required to pay for the construction of a new power plant that has now been abandoned in a sum exceeding a billion dollars and the millions in profits derived from these failed projects. Address uncompetitive rates they subject Floridians to, that are excessively higher than other entities providing the same services in the state or adjoining areas. They have increased rates up to 48% in some instances in roughly 10 years. "	100000	510	99490	https://petitions.whitehouse.gov/petition/address-duke-energy-practices-price-gouging-customers-unjust-billing-practices-and	30	Closed	1409173705	245	92	44	18	9	8	9	35	23	8	3	3	2	0	0	0	0	0	2	0	0	2	0	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	510
15496	53fe4f4b00e579cf4b000002	petition	"Enact the ""Child and Firearms Safety Act,"" establishing a minimum age of 18 to handle, fire, or possess a firearm."	"Being that in most states it is illegal for a minor under the age of 18 to leave home, enlist in the military, drink alcoholic beverages, consent to sexual activity, buy cigarettes or tobacco, join a police force, vote, be on a jury, or be questioned by police, among many other things, and being that it is also universally accepted by the medical profession that a child's brain has not fully developed under the age of 18, and they are therefore considered incapable of making adult decisions, it shall be illegal for any person under the age of 18 to handle, fire, or be in possession of any firearm. It shall also be a felony for any adult to cause any child to handle, fire, or be in possession of any firearm, either actively or passively."	100000	357	99643	https://petitions.whitehouse.gov/petition/enact-child-and-firearms-safety-act-establishing-minimum-age-18-handle-fire-or-possess	30	Closed	1409175861	52	57	20	51	24	20	30	14	16	4	5	9	2	4	8	4	3	3	3	3	2	4	3	2	0	5	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	357
15501	53fe51736889388c52000000	petition	Time to save the World. Ukraine under attack. STOP PUTIN!	Time to save the World. Ukraine under attack. STOP PUTIN! 	100000	829	99171	https://petitions.whitehouse.gov/petition/time-save-world-ukraine-under-attack-stop-putin	30	Closed	1409175952	210	192	135	78	50	49	37	16	8	11	6	1	2	5	3	3	1	3	2	3	3	2	3	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	829
15506	53ff3145eab72afd60000005	petition	set the highest priority for safety and care of the minority Yazidi people who are in danger of genocide and sex slavery	"I wish to start a petition at this time and say that we send our deepest condolences and prayers to the people of the Yazidi (Ezidi) community that are suffering as a result of the recent events in northern Iraq. There have been over 500 people murdered this past month, and are now 4000-5000 hostages, mostly woman and children, in grave danger of being treated as sexual slaves and raped, as well as 300,000-400,000 displaced people. Many of these go without shoes on their feet and barely enough food and water for their survival.  This is a great humanitarian crisis!  We ask our government and the other governments of the world to continue to give the highest priority to the safety and care of the Yazidi people of from the terrorist group calling themselves ISIS.  "	100000	430	99570	https://petitions.whitehouse.gov/petition/set-highest-priority-safety-and-care-minority-yazidi-people-who-are-danger-genocide-and-sex	30	Closed	1409234151	150	93	67	26	24	14	8	14	6	7	2	2	2	2	1	1	0	1	3	0	1	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	430
15511	5400d969704301ba39000000	petition	"Mr. President, Don't Backtrack, Step Up and Recognize the Rohingya"	"In your 2012 trip to Myanmar, you made an extraordinary powerful statement about a highly persecuted ethnic group in Burma, demonstrating your humanity and the American resolve for human rights. You stated, ‰ÛÏRohingyas‰Û_ hold within themselves the same dignity as you do, and I do.‰Ûù  For your upcoming Burma trip in November 2014 please build on your previous approach by continuing to use the name ‰ÛÏRohingyas‰Ûù publicly. Please do not follow the example of Secretary of State Kerry who did not utter the word ‰ÛÏRohingya‰Ûù in his August 2014 trip, exactly what the Burmese government wants.  President Obama, please ask the Burmese president  to restore citizenship to Rohingya living in their ancestral land; to close all concentration camps; and eliminate the 12 laws discriminating against Rohingya. "	100000	2114	97886	https://petitions.whitehouse.gov/petition/mr-president-dont-backtrack-step-and-recognize-rohingya	30	Closed	1409345442	25	4	2	2	67	224	150	82	33	168	138	75	55	145	107	58	250	183	52	58	35	34	20	20	43	26	34	14	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2114
15516	5401553d2f2c880c2c000000	petition	Teach our schoolchildren the truth: DIVERSITY IS A CODE WORD FOR WHITE GENOCIDE	"Nobody is saying Africa needs diversity.‰Û¬‰Û¬ Nobody is saying Asia needs diversity.‰Û¬‰Û¬ They are already 100% diverse.‰Û¬‰Û¬ Only White children in White countries are told that they need diversity.‰Û¬‰Û¬ White Countries will be 100% diverse when there are no White people left.‰Û¬‰Û¬ Diversity is a code word for White Genocide. ALL White countries and ONLY White countries are being flooded with third world non-whites, and Whites are forced by law to integrate with them so as to ‰ÛÏassimilate,‰Ûù i.e. intermarry and be blended out of existence. Those who support this genocide of Whites say they‰Ûªre anti-racist. What they are is anti-white. Anti-racist is a code word for anti-white. --- Initial our STOP WHITE GENOCIDE petitions each month on the FIRST. Let‰Ûªs grow! goo.gl/3SY5n goo.gl/AQr3Fq goo.gl/2P4Q4h"	100000	200	99800	https://petitions.whitehouse.gov/petition/teach-our-schoolchildren-truth-diversity-code-word-white-genocide	30	Closed	1409592558	61	31	22	41	5	3	5	3	1	2	2	2	0	3	1	1	1	0	3	1	6	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	200
15521	5403435e7043014017000002	petition	officially recognize Russia's aggression in Ukraine as an invasion.	"The United States has refused to label Russia's actions in Ukraine as an invasion, despite the fact that NATO has released satellite photos of Russian troops in Ukraine, Russia has shelled Ukraine, Russian forces have taken Ukrainian towns and villages, and Russian soldiers were captured in Ukraine fighting against the Ukrainian military. It is time for the United States to call Russia's actions for what they are: an invasion. "	100000	535	99465	https://petitions.whitehouse.gov/petition/officially-recognize-russias-aggression-ukraine-invasion	30	Closed	1409500200	5	66	220	54	26	23	14	17	9	15	19	11	4	10	5	1	0	5	3	1	2	8	1	5	4	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	535
15526	5403b450a9a0b1c05f000003	petition	Nominate Brandon Stanton for the Nobel Peace Prize	"Brandon Stanton is the man responsible for the Humans of New York website and Facebook posts, which raise awareness about not only domestic but also global issues such as poverty and human rights.  Stanton also celebrates all the many different cultures and peoples that exist in this country and all around the world.  He does this simply by photographing ordinary people and sharing their stories which have inspired, moved, and informed millions of people worldwide. The eligibility requirements to nominate somebody for a Nobel Prize state that somebody who has won before may nominate someone else.  President Obama won a Nobel Peace Prize in 2009, making him eligible to pass the honor on through nomination."	100000	2129	97871	https://petitions.whitehouse.gov/petition/nominate-brandon-stanton-nobel-peace-prize	30	Closed	1409529570	8	67	132	38	373	997	211	70	20	22	22	79	32	19	3	2	4	2	9	2	1	3	3	1	1	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2129
15531	5403e5a1eab72a4c76000001	petition	"Create a new federal holiday honoring the U.S. Constitution every September 17, the day it was signed in 1787."	"The American Civil Liberties Union has created this petition to ask Congress to honor the U.S. Constitution with a new federal holiday on September 17, Constitution Day.   Sign this petition for a holiday dedicated to the U.S. Constitution and elevate it to the same status as the Declaration of Independence. People should have a day off from school and work to celebrate the U.S. Constitution. It's historical significance also warrants our government's public recognition.  This ACLU petition for a federal observance on Constitution Day is long overdue and goes beyond Congress' 2004 mandate that schools teach about the Constitution on September 17 and President Obama's proclamation designating September 17-23 as Constitution week.  Show your love for the Constitution: Sign now."	100000	889	99111	https://petitions.whitehouse.gov/petition/create-new-federal-holiday-honoring-us-constitution-every-september-17-day-it-was-signed	30	Closed	1409547732	6	25	37	20	8	110	125	47	31	31	20	10	12	53	15	19	206	37	11	10	6	15	1	4	7	6	5	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	889
15536	540474c46ce61c6f38000001	petition	Ask White House for Immediate Action to Rescue Ezidi Kurdish women Captured by ISIS	"President of the United States of America, Barack Obama  We the ""5+ Group for women Aid"", appeal to you to take immediate action to rescue the more than 1000 Ezidi Kurdish women who have been kidnapped by the monstrous ISIS terror group. The majority of women under ISIS control has been raped and is currently being traded on the market to serve as sex slave. We beg you take action and protect those woman‰Ûªs glories as well as the rest of the women from those barbarous armed men.  Sincerely,  1. Mahabad Qaradaghi  2. Lanja Abdulla  3. Huda Zangana  4. Shler Bapiri 5. Gullan Salim By placing my signature I would like to show my support to the ""5+ group for Women Aid"" in Iraq, Kurdistan and appeal to you to rescue those women who are entrapped by the villainous and merciless ISIS terror group."	100000	418	99582	https://petitions.whitehouse.gov/petition/ask-white-house-immediate-action-rescue-ezidi-kurdish-women-captured-isis	30	Closed	1409580112	30	1	5	35	59	60	52	33	19	10	10	4	14	9	3	2	2	1	3	1	3	25	9	3	1	5	8	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	418
15541	540492d600e579b10f000003	petition	ask NATO to make an offer to buy the Mistrals	"The United States should propose that NATO allies collectively buy the Mistrals and make them a common asset dedicated to the NATO Response Force.   There has been a lot of talking and criticizing about France's attitude towards Putin because of those war ships. As long as no proper offer to buy the Mistrals will have been done by NATO or another country/organisation, FranÌ_ois Hollande will be able to hide behind the argument that it will be costly for France to cancel the deal.  Buying the Mistrals would have powerful, positive effects on NATO:  - Prevent the ships from falling into the hands of Russia - Demonstrate solidarity among allies.  - Build cooperation on Smart Defense projects  NATO, make an offer that France can't refuse!  https://www.facebook.com/NoMistralsForPutin"	100000	471	99529	https://petitions.whitehouse.gov/petition/ask-nato-make-offer-buy-mistrals	30	Closed	1409586434	277	108	36	16	3	6	5	2	3	2	2	0	1	3	2	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	471
15546	5404ef7da9a0b13338000002	petition	Stand with us. Increase funding & grants for Chiari Malformation & Chiari related neurological disorder research.	"Chiari Malformation is one of the top 10 weirdest conditions. There is no known cure & there is a lack of funding for researching treatments that work. Currently, the only options offered are Brain surgery & pharmaceuticals that make us worse. Chiarians struggle for years just to get a proper diagnosis, labeled with conditions they do not have, permanent damage from the lack of success of the surgery & are sensitive to Pharmaceuticals. Many do not make it back to a life they knew before Chiari. We the patients end up educating the medical community, family & friends because no one has heard of Chiari. Still we are not believed. Insurance companies deny treatment because Chiari is not common. I have watched my friends die & struggle. We are Warriors but, we shouldn't have to fight so hard"	100000	1697	98303	https://petitions.whitehouse.gov/petition/stand-us-increase-funding-grants-chiari-malformation-chiari-related-neurological-disorder	30	Closed	1409610310	171	223	201	93	59	14	238	55	19	54	23	6	13	26	39	32	137	54	25	9	52	9	4	3	4	0	2	71	48	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1697
15551	540556ba2bcfa3101a000003	petition	Free Leonard Peltier	"Leonard Peltier has been in federal prison for almost 40 years for a crime he did not commit. Evidence,  witness testimony, retracted statements, etc is more than enough proof that he is innocent. Support for his release has come from all around the world. In addition Leonard's health has declined severely while in incarceration. We ask you please Mr. President, release Mr. Peltier, help to right this horrendous wrong. "	100000	6323	93677	https://petitions.whitehouse.gov/petition/free-leonard-peltier-17	30	Closed	1409636345	687	472	935	1069	816	598	388	273	211	216	124	126	81	103	31	17	32	13	9	11	19	9	10	4	7	8	9	21	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6323
15556	54063dd36889383f7f000000	petition	"Institute a national trail system interconnecting towns, villages, & cities for pedestrian, bicycle, & equestrian use."	"There is no way to safely move from one town to another if you are NOT traveling by motor vehicle.  We are petitioning the federal government to institute a national trail human & equestrian system that interconnects towns, villages, and cities for the travel of pedestrians (with their animal traveling companions), bicyclist (including other human powered vehicles), and equestrian travelers.  Further we want the federal government to effectively encourage all towns, villages, and cities to also allow safe passage and a route through their jurisdiction connecting the federal human & equestrian trail system."	100000	815	99185	https://petitions.whitehouse.gov/petition/institute-national-trail-system-interconnecting-towns-villages-cities-pedestrian-bicycle	30	Closed	1409696534	65	254	32	33	8	14	12	14	20	16	8	8	47	37	8	11	17	26	20	18	24	14	3	16	6	26	12	35	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	815
15561	54066ecd704301cd03000000	petition	To charge Mckayla Maroney with production and possession of sexual material containing a minor.	According to Mckayla. The photographs in question were hacked from her icloud account and are of her underaged. Don't let her get away with a crime that would get a normal teenage girl landed on the sex offenders list.	100000	600	99400	https://petitions.whitehouse.gov/petition/charge-mckayla-maroney-production-and-possession-sexual-material-containing-minor	30	Closed	1409707785	94	226	194	11	6	25	10	4	6	2	2	2	2	1	1	0	1	1	0	2	1	0	2	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	600
15571	54092063a9a0b1466f000000	petition	"Change 10 U.S.C. å_ 502 so it does not require service members to swear ""So help me God""."	"Service members should not be required to say ""So help me God"" in their enlistment and reenlistments. This statement may conflict with their spiritual beliefs or non-beliefs, and indicates that the oath to serve their country is synonymous with an oath to a higher being. It also seems to contradict Article VI of the Constitution, which prohibits requiring religious tests to hold an office or public trust. Congress should amend Title 10 å_ 502 so this is no longer a requirement in the oath. Members should have the choice to either say this portion of the oath, or omit it, based on their beliefs. "	100000	2345	97655	https://petitions.whitehouse.gov/petition/change-10-usc-å_-502-so-it-does-not-require-service-members-swear-so-help-me-god	30	Closed	1409884586	480	668	176	231	195	183	105	37	71	52	26	17	5	15	4	3	11	10	4	10	7	8	2	6	2	3	4	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2345
15576	540932072bcfa38827000000	petition	Declare September 4th as National Joan Rivers Day!	"President Barack Obama,    Please recognize & declare September 4th as National Joan Rivers Day! National Joan Rivers Day is a worldwide grassroots campaign started by Hollywood publicist Richard Harlow in honor of the late comedian & actress Joan Rivers, beloved by millions around the world. 7,320 signatures have already been recorded on change.org/NationalJoanRiversDay & colleague Kelly Osbourne has shared & signed the petition.   Let's give Joan the recognition she deserves & the fanfare she said she wanted in her book I Hate Everyone : Starting With Me. Rivers writes, ‰ÛÏI want my funeral to be a huge showbiz affair with lights, cameras, action...I want Craft services, I want paparazzi and I want publicists making a scene! I want Meryl Streep crying, in five different accents. "	100000	727	99273	https://petitions.whitehouse.gov/petition/declare-september-4th-national-joan-rivers-day	30	Closed	1409891059	441	104	37	37	14	12	24	16	8	5	1	1	5	4	1	2	2	3	0	2	1	0	3	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	727
15581	540a7655a9a0b1800d000000	petition	extend an offer to provide medical treatment and support for injured Ukrainian soldiers.	"Whereas German Chancellor Angela Merkel offered Ukraine's President Petro Poroshenko to provide medical assistance for the most injured Ukrainian soldiers fighting the Russian invasion, but reneged on the original offer, and  Whereas the Ukrainian government and health services are not prepared in training or supplies or personnel to fully treat all that are injured, and   Whereas the President and Congress of the United States has agreed in principal to initially provide non-lethal aid in their fight against the invasion of their sovereign country, then  The United States should arrange to provide medical treatment for those seriously injured fighting to preserve their right to self determination and standing on the front line of democracy in Eastern Europe for the rest of the free world."	100000	262	99738	https://petitions.whitehouse.gov/petition/extend-offer-provide-medical-treatment-and-support-injured-ukrainian-soldiers	30	Closed	1409972441	14	26	2	10	9	0	8	11	11	1	0	0	1	12	27	76	11	8	10	3	4	2	6	2	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	262
15586	540b49c1ee140f9679000000	petition	US should stop supporting the illegitimate government with a fake mandate and foster genuine democracy in Pakistan	"Pakistanis across the country have come out on the streets demanding the Prime minister Nawaz Sharif to resign because of the mass rigging that took place during the 2013 elections.   The U.S. State Department issued statements vis-a-vis the legitimacy of the current Pakistani government, implying support to a Premiere who is facing hundreds of thousands of peaceful protesters and has used deadly force to counter the peaceful protests killing over 20 and injuring hundreds.    As US tax payers, we demand The State Department to stay neutral in Pakistan's domestic politics and foster genuine democracy.  We ask for our government to ensure that all of America's support lent out to Pakistan be focused on promoting true democratic values rather than policies of supporting corrupt politicians."	100000	186	99814	https://petitions.whitehouse.gov/petition/us-should-stop-supporting-illegitimate-government-fake-mandate-and-foster-genuine-democracy	30	Closed	1410026117	141	7	8	6	9	1	2	2	1	1	0	1	0	0	1	1	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	186
15591	540df4caadfd95ba6a000000	petition	"Mr. Obama, answer the letter dated Aug 18th from Don Rosenberg regarding the death of his son Drew, by an illegal alien."	"November 16, 2010 Drew Rosenberg was one of more than 3,000 people killed by illegal aliens driving that year.    In addition another 2000 are killed by illegal aliens every year by other means.   On Aug. 18th, Don Rosenberg wrote a letter to Mr. Obama that to date has not been answered.   This administration continues to refuse to enforce the immigration laws we currently have, and has set up protections and aid for those entering this country illegally.   Mr. Rosenberg has invited President Obama to visit the grave of his son and an opportunity to explain the actions of this administration.  Please Read the full letter at http://unlicensedtokill.org/2014/09/my-letter-to-the-president/ and sign this petition today, demanding Obama address Mr. Rosenberg and the nation on this issue. SHARE!"	100000	249	99751	https://petitions.whitehouse.gov/petition/mr-obama-answer-letter-dated-aug-18th-don-rosenberg-regarding-death-his-son-drew-illegal	30	Closed	1410202911	14	5	29	61	32	25	8	7	6	7	4	2	6	5	7	6	1	0	1	2	2	1	2	4	2	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	249
15596	540e2910a9a0b1e136000002	petition	¯_ôã¯_ôÉôã¯© ¯_ôã¯_¯±¯_ôâô_¯© ôã¯´¯ø¯±¯_¯Â ¯_ôãôÉô_ôãô_¯«ô_¯_¯» ¯_ôãôä ¯_ôãôâ¯_¯_ôÉ¯© ¯_ôã¯øôöôãô_¯© ôãôã¯_¯±ôà¯_¯¬	¯_ôã¯_¯±¯_ ¯_ôã¯Çôö¯±ô_ ¯_ôã¯_ô_¯±¯_ô ô_ ¯_¯µ¯_¯_¯¬ ¯£ôàôã ¯_ôã¯_ôâ ¯_¯±¯_ô_¯_ ¯áôãô_¯_¯© ¯_ôã¯¨¯±¯_¯_¯_ô ô_ ôÄ¯»¯_¯_¯¬ ¯_ô_¯ø ¯_ôã¯«ôà¯ø¯_¯Á ¯_¯±ôÄ¯© ¯_¯_¯¬ ¯_ôãôãôà ¯_ôãô ¯Â¯¬¯_¯Á ôÄ¯»¯_¯_¯¬ ¯_¯_¯¬ ¯_ôãôãôà ¯_¯±¯_ô_¯_ ¯_ôã¯_ôã¯_ôÉ ôÅô_ôãôâ ¯_ôãôö¯_¯ø ¯_ôã¯µ¯_¯øôâ ôÉô ¯üôÉ¯© ¯¬¯ø¯± ‰ÛÒ¯_ôã¯Âô ¯_¯_ ¯_ôã¯_¯_ôÄ¯±ô_ ôãôö¯_¯Á ¯_ôÉ¯_¯± ¯¬ô  ô_¯_¯_¯± ôãôö¯_¯Á ¯£¯_¯ø ¯_ôãôãôà ¯_ôã¯_¯_ôã¯¬ ôãôö¯_¯Á ¯_ôãô_ôöôÉ ¯_ôãôÉôö¯_ôö¯ø ¯_¯±¯_ô_¯_ ¯_ôã¯_ôà¯±¯_¯Á ôãôö¯_¯Á ¯¡ôö ¯_ôãôÅôâ¯_¯± ôãôö¯_¯Á ôÄôÅô_ôã ¯_ô_ô ¯¬ ¯_¯±¯_ô_¯_ ¯£ô ¯µ¯_¯± ¯_ôã¯_ôâô_¯ø¯© ôãôö¯_¯Á ¯_ôãôÉô ¯»¯ü¯± ¯¬¯ø¯± ¯_ôãôÉ¯Â¯_ôÉô_¯_ ¯_ôã¯¨¯_¯µ¯© ôãôö¯_¯Á ¯£¯¬ôö ¯_ôãôÅ¯_ôã ¯_ôã¯_¯¬¯_¯_ ¯_¯±ôÄ¯© ¯_ôã¯Âôà¯_¯ø ôö¯_ôã¯¬ô ¯_¯Á ¯_¯±¯_ô_¯_ ¯_ôã¯øôÅ¯_¯_ ¯_ôã¯«¯_¯¬ô_ ôÄ¯»¯_¯_¯¬ ¯ø¯±¯_ ¯_ôã¯«ô_¯_¯© ¯_¯_¯¬ ¯_ôãôãôà ¯_ôã¯Ç¯_¯_¯±ôöô  ôÄ¯»¯_¯_¯¬ ¯_ôã¯»ô_¯_¯± ¯_ôã¯±¯_¯_ôãô_ ¯_¯±¯_ô_¯_ ¯_¯_¯«ôö¯±¯_¯Á ôÄ¯»¯_¯_¯¬ ôÉ¯_ôãôÄ ¯_ôã¯_¯«¯»¯± ¯_¯±ôÄ¯© ¯_ôã¯_¯¬¯ø¯_ôã ¯_¯±ôÄ¯© ¯_ôã¯_¯±¯_ôâ ¯_ôã¯_¯_ôã¯_ôÉô_¯© ‰ÛÒôÄ¯»¯_¯_¯¬ ¯_ôã¯_ôÉ¯_ôÉ ¯_ôãô_ ¯Âô_¯« ¯_ôãôÉ¯¨¯»¯_¯± ¯_ôã¯_¯«¯ø ¯_ôã¯«¯_¯¬ô_ ¯_ôã¯øôöôã¯© ¯_ôã¯_¯_ôã¯_ôÉô_¯© ôÅô_ ¯_ôã¯_¯±¯_ôâ ôö¯_ôã¯«¯_ôÉ ¯»ô ¯üô_ôÉ ¯_ôãôâ¯_¯_¯ø¯© ¯_¯±ôÄ¯© ¯_ôÉ¯_¯_ ¯_ôã¯_¯±¯_ôâ 	100000	4119	95881	https://petitions.whitehouse.gov/petition/¯_ôã¯_ôÉôã¯©-¯_ôã¯_¯±¯_ôâô_¯©-ôã¯´¯ø¯±¯_¯Â-¯_ôãôÉô_ôãô_¯«ô_¯_¯»-¯_ôãôä-¯_ôãôâ¯_¯_ôÉ¯©-¯_ôã¯øôöôãô_¯©-ôãôã¯_¯±ôà¯_¯¬	30	Closed	1410214611	121	72	298	322	213	536	481	462	385	475	213	98	92	106	54	39	42	50	19	8	9	7	1	8	0	2	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4119
15601	540e78852bcfa33207000000	petition	execute the Leahy Amendment and stop military funding to Egypt and Israel.	"The Leahy Amendment is a law that prohibits the funding of military units that violate human rights violations without fear of justice. Two of the top three recipients of U.S. military aid are historical human rights violators, namely Egypt and Israel.   http://mondoweiss.net/2014/07/communitys-consensus-committing  http://www.hrw.org/middle-eastn-africa/egypt"	100000	217	99783	https://petitions.whitehouse.gov/petition/execute-leahy-amendment-and-stop-military-funding-egypt-and-israel	30	Closed	1410234864	19	56	30	22	8	8	6	5	10	6	4	2	2	11	10	2	1	1	1	1	2	3	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	217
15606	540e82046889383710000000	petition	Establish emergency policies to treat adrenal crises; timely treatment prevents needless disability and death.	"An adrenal crisis is life threatening!   When an illness or injury occurs in someone with adrenal insufficiency (AI) an immediate dose of a glucocorticoid (steroid) is necessary to stop an adrenal crisis. Delay in giving this medication can lead to shock, heart failure, disability and death.   Few states and cities have policies in place to help people with adrenal insufficiency. Glucocorticoid medicine needed to treat adrenal crises isn't carried on all emergency vehicles, and most emergency rooms don't have policies in place to quickly identify and treat an adrenal crisis.   We need emergency policies and training specific to adrenal insufficiency and adrenal crisis to prevent needless suffering and possible death.  Thanks for your support, The AI community  www.aiunited.org "	100000	5644	94356	https://petitions.whitehouse.gov/petition/establish-emergency-policies-treat-adrenal-crises-timely-treatment-prevents-needless	30	Closed	1410241328	1888	925	529	248	402	191	340	141	126	98	68	40	83	49	27	30	12	22	9	14	115	78	109	36	14	11	19	11	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5644
15611	540f4eba6ce61cdb5f000001	petition	"Revoke the new ""Smart Snacks in School"" regulations"	Students should be allowed to choose what they want to eat without restrictions being put into place by the government. 	100000	680	99320	https://petitions.whitehouse.gov/petition/revoke-new-smart-snacks-school-regulations	30	Closed	1410289792	250	155	42	12	23	15	9	11	29	28	6	5	10	18	13	5	2	0	2	4	6	3	2	5	2	3	3	1	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	680
15616	540f595b6ce61cfa7e000002	petition	Tell the American people before the November election what the Affordable Care Act Premiums will cost in 2015.	"We, the undersigned citizens of the United States of America, in order to be fully informed when we vote in the November election, demand that the President rescind the delay in publishing the Affordable Care Act premiums. The premiums were previously set to be published on October 15th but now have been delayed until after the election.  As voters, we need to know how much we will be charged for healthcare under the Affordable Care Act before we cast our vote on November 4, 2014, not after. "	100000	444	99556	https://petitions.whitehouse.gov/petition/tell-american-people-november-election-what-affordable-care-act-premiums-will-cost-2015-0	30	Closed	1410292115	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	40	57	5	2	112	109	27	19	16	16	6	12	5	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	444
